Medicine Name,Used for ,Activity,pregnancy category,Alcohol,Rating,No of Reviews,,Medicine Name222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benzoyl peroxide / hydrocortisone,Acne,0%,C(risk cannot be ruled out),not contains alcohol,10,1,,benzoyl peroxide / hydrocortisone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benzoyl peroxide / salicylic acid,Acne,0%,C(risk cannot be ruled out),not contains alcohol,8,1,,benzoyl peroxide / salicylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benzoyl peroxide / tretinoin,Acne,0%,,not contains alcohol,,,,benzoyl peroxide / tretinoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binora,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Binora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp 10-wash,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,BP 10-Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bpo 6 foaming cloths,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,BPO 6 Foaming Cloths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bpo gel,Acne,0%,C(risk cannot be ruled out),not contains alcohol,0,1,,BPO Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp wash,Acne,0%,C(risk cannot be ruled out),not contains alcohol,9,1,,BP Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brevoxyl,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Brevoxyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brevoxyl acne wash kit,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Brevoxyl Acne Wash Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cerave sa renewing,Acne,0%,C(risk cannot be ruled out),not contains alcohol,10,1,,CeraVe SA Renewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarifoam ef,Acne,0%,C(risk cannot be ruled out),not contains alcohol,8.1,7,,Clarifoam EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clascoterone,Acne,0%,,not contains alcohol,,,,clascoterone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleanse & treat,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Cleanse & Treat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleanse & treat plus,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Cleanse & Treat Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clearskin,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Clearskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compound w,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Compound W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermalzone,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,DermalZone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhs salicylic acid 3%,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,DHS Salicylic Acid 3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drospirenone / ethinyl estradiol / levomefolate calcium,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,7,37,,drospirenone / ethinyl estradiol / levomefolate calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulcolax milk of magnesia,Acne,0%,N,not contains alcohol,,,,Dulcolax Milk of Magnesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
durasal,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Durasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enzoclear foam,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Enzoclear Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethinyl estradiol / norethindrone,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,3.8,187,,ethinyl estradiol / norethindrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex-lax milk of magnesia,Acne,0%,N,not contains alcohol,,,,Ex-Lax Milk of Magnesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabior,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),not contains alcohol,7.1,9,,Fabior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fostex,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Fostex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fostex medicated,Acne,0%,N,not contains alcohol,10,1,,Fostex Medicated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fostex medicated cleansing cream,Acne,0%,N,not contains alcohol,,,,Fostex Medicated Cleansing Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fostex wash 10%,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Fostex Wash 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrisalic,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Hydrisalic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inova,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Inova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inova 4/1,Acne,0%,C(risk cannot be ruled out),not contains alcohol,8,1,,Inova 4/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inova 8/2,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Inova 8/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jasmiel,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,,,,Jasmiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquimat light,Acne,0%,N,not contains alcohol,,,,Liquimat Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquimat medium,Acne,0%,N,not contains alcohol,,,,Liquimat Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo-zumandimine,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,,,,Lo-Zumandimine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meted,Acne,0%,N,not contains alcohol,,,,Meted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mono-linyah,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,5.7,6,,Mono-Linyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neuac,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Neuac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutrogena clear pore cleanser/mask,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Neutrogena Clear Pore Cleanser/Mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutrogena rapid clear stubborn acne,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Neutrogena Rapid Clear Stubborn Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikki,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,5.2,46,,Nikki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oscion,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Oscion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxy-10,Acne,0%,C(risk cannot be ruled out),not contains alcohol,8.7,3,,Oxy-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxy daily wash,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Oxy Daily Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p & s,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,P & S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panoxyl 4% acne creamy wash,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,PanOxyl 4% Acne Creamy Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pernox,Acne,0%,N,not contains alcohol,10,2,,Pernox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
persa-gel,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Persa-Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plexion,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Plexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propa ph acne med cleansing,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Propa pH Acne Med Cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r a acne,Acne,0%,N,not contains alcohol,,,,R A Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resinol,Acne,0%,N,not contains alcohol,,,,Resinol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resorcinol / sulfur,Acne,0%,N,not contains alcohol,7.5,2,,resorcinol / sulfur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resorcinol,Acne,0%,N,not contains alcohol,,,,resorcinol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retapamulin,Acne,0%,B(no risk in animal studies),not contains alcohol,8.3,3,,retapamulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riax,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Riax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sal-plant gel,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Sal-Plant Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salactic film,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Salactic Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salex,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Salex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salicylic acid/sulfur,Acne,0%,N,not contains alcohol,10,3,,salicylic acid/sulfur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salvax,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Salvax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sarecycline,Acne,0%,,not contains alcohol,8.9,8,,sarecycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sastid,Acne,0%,N,not contains alcohol,,,,SAStid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalpicin scalp relief,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Scalpicin Scalp Relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sebulex,Acne,0%,N,not contains alcohol,,,,Sebulex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soluclenz rx,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,SoluCLENZ Rx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sss 10-4,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,SSS 10-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sss 10-5,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,SSS 10-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sss cleanser,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,SSS Cleanser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stri-dex,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Stri-Dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stridex body focus,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Stridex Body Focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stridex maximum strength,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Stridex Maximum Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulfacleanse 8/4,Acne,0%,C(risk cannot be ruled out),not contains alcohol,10,1,,Sulfacleanse 8/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulfoam,Acne,0%,N,not contains alcohol,,,,Sulfoam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulfur,Acne,0%,N,not contains alcohol,9.5,2,,sulfur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulpho-lac soap,Acne,0%,N,not contains alcohol,,,,Sulpho-Lac Soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumadan,Acne,0%,C(risk cannot be ruled out),not contains alcohol,8,2,,Sumadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumaxin,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Sumaxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suphera,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Suphera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syeda,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,2.6,5,,Syeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tinamed plantar,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Tinamed Plantar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri-estarylla,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,4.4,5,,Tri-Estarylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri-linyah,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,6.5,12,,Tri-Linyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri-lo-marzia,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,3.7,28,,Tri-Lo-Marzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trifarotene,Acne,0%,,not contains alcohol,10,1,,trifarotene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twyneo,Acne,0%,,not contains alcohol,,,,Twyneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanoxide-hc,Acne,0%,C(risk cannot be ruled out),not contains alcohol,10,1,,Vanoxide-HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winlevi,Acne,0%,,not contains alcohol,,,,Winlevi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z-clinz 10,Acne,0%,C(risk cannot be ruled out),not contains alcohol,,,,Z-Clinz 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zarah,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,8.5,2,,Zarah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zumandimine,Acne,0%,X(contraindicated-studies in pregnant women have demonstrated a risk to the fetus),contains alcohol,6,1,,Zumandimine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vyvanse,ADHD,100%,C(risk cannot be ruled out),contains alcohol,7.3,768,,Vyvanse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adderall,ADHD,95%,C(risk cannot be ruled out),contains alcohol,7.4,360,,Adderall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adderall xr,ADHD,51%,C(risk cannot be ruled out),contains alcohol,7.9,207,,Adderall XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concerta,ADHD,40%,C(risk cannot be ruled out),contains alcohol,6.8,382,,Concerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lisdexamfetamine,ADHD,39%,C(risk cannot be ruled out),contains alcohol,7.3,799,,lisdexamfetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daytrana,ADHD,38%,C(risk cannot be ruled out),contains alcohol,8.3,73,,Daytrana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quillivant xr,ADHD,36%,C(risk cannot be ruled out),contains alcohol,5.4,21,,Quillivant XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amantadine,ADHD,35%,C(risk cannot be ruled out),not contains alcohol,7.2,10,,amantadine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cotempla xr-odt,ADHD,32%,C(risk cannot be ruled out),contains alcohol,6.5,8,,Cotempla XR-ODT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jornay pm,ADHD,32%,C(risk cannot be ruled out),contains alcohol,8.7,3,,Jornay PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylphenidate,ADHD,32%,C(risk cannot be ruled out),contains alcohol,7,833,,methylphenidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quillichew er,ADHD,32%,C(risk cannot be ruled out),contains alcohol,2,1,,QuilliChew ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azstarys,ADHD,31%,,not contains alcohol,7.6,11,,Azstarys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qelbree,ADHD,30%,,not contains alcohol,4.8,12,,Qelbree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strattera,ADHD,27%,C(risk cannot be ruled out),not contains alcohol,5.2,478,,Strattera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexedrine,ADHD,24%,C(risk cannot be ruled out),contains alcohol,8.6,93,,Dexedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphetamine / dextroamphetamine,ADHD,23%,C(risk cannot be ruled out),contains alcohol,6.8,894,,amphetamine / dextroamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ritalin,ADHD,23%,C(risk cannot be ruled out),contains alcohol,6.9,160,,Ritalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dextroamphetamine,ADHD,16%,C(risk cannot be ruled out),contains alcohol,8.3,194,,dextroamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bupropion,ADHD,14%,C(risk cannot be ruled out),contains alcohol,6.1,133,,bupropion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clonidine,ADHD,14%,C(risk cannot be ruled out),contains alcohol,7.6,61,,clonidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intuniv,ADHD,13%,B(no risk in animal studies),contains alcohol,6.3,152,,Intuniv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desoxyn,ADHD,12%,C(risk cannot be ruled out),contains alcohol,9.4,35,,Desoxyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guanfacine,ADHD,12%,B(no risk in animal studies),contains alcohol,5.8,257,,guanfacine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
focalin,ADHD,10%,C(risk cannot be ruled out),not contains alcohol,5.8,127,,Focalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atomoxetine,ADHD,9%,C(risk cannot be ruled out),not contains alcohol,5.1,558,,atomoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
focalin xr,ADHD,8%,C(risk cannot be ruled out),not contains alcohol,7,106,,Focalin XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphetamine,ADHD,7%,C(risk cannot be ruled out),contains alcohol,6.4,119,,amphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ritalin la,ADHD,7%,C(risk cannot be ruled out),contains alcohol,7.9,17,,Ritalin LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kapvay,ADHD,6%,C(risk cannot be ruled out),contains alcohol,7.4,18,,Kapvay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylin,ADHD,6%,C(risk cannot be ruled out),contains alcohol,8.2,14,,Methylin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexmethylphenidate,ADHD,5%,C(risk cannot be ruled out),not contains alcohol,6.3,266,,dexmethylphenidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methamphetamine,ADHD,5%,C(risk cannot be ruled out),contains alcohol,8.8,52,,methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modafinil,ADHD,5%,C(risk cannot be ruled out),not contains alcohol,7.5,41,,modafinil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadate cd,ADHD,4%,C(risk cannot be ruled out),contains alcohol,7.1,41,,Metadate CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylin er,ADHD,3%,C(risk cannot be ruled out),contains alcohol,8.5,8,,Methylin ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omega-3 polyunsaturated fatty acids,ADHD,3%,C(risk cannot be ruled out),not contains alcohol,8.2,9,,omega-3 polyunsaturated fatty acids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
procentra,ADHD,3%,C(risk cannot be ruled out),contains alcohol,9.5,2,,ProCentra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selegiline,ADHD,3%,C(risk cannot be ruled out),contains alcohol,10,2,,selegiline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenzedi,ADHD,3%,C(risk cannot be ruled out),contains alcohol,8.1,25,,Zenzedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adhansia xr,ADHD,2%,C(risk cannot be ruled out),contains alcohol,6.7,3,,Adhansia XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aptensio xr,ADHD,2%,C(risk cannot be ruled out),contains alcohol,6.8,11,,Aptensio XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armodafinil,ADHD,2%,C(risk cannot be ruled out),not contains alcohol,8.1,24,,armodafinil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desvenlafaxine,ADHD,2%,C(risk cannot be ruled out),contains alcohol,7,8,,desvenlafaxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evekeo,ADHD,2%,C(risk cannot be ruled out),contains alcohol,6.9,33,,Evekeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mydayis,ADHD,2%,C(risk cannot be ruled out),contains alcohol,5.5,124,,Mydayis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relexxii,ADHD,2%,C(risk cannot be ruled out),contains alcohol,,,,Relexxii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adzenys er,ADHD,1%,C(risk cannot be ruled out),contains alcohol,8,2,,Adzenys ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adzenys xr-odt,ADHD,1%,C(risk cannot be ruled out),contains alcohol,6.1,53,,Adzenys XR-ODT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desipramine,ADHD,1%,N,contains alcohol,8,2,,desipramine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
